station,date,ind,maxtp,ind,mintp,igmin,gmin,ind,rain,cbl,wdsp,ind,hm,ind,ddhm,ind,hg,sun,dos,soil,pe,evap,smd_wd,smd_md,smd_pd
Cork,13-Aug-99,0,17.9,0,12.1,0,14.5,0,1,991.4,7,0,12,0,300,0,17,0.5,0,16.875,1.5,2,10.2,10.2,14.6
Cork,14-Aug-99,0,17.2,0,11.1,0,8.8,0,2.1,987.1,10.8,0,22,0,270,0,31,9.7,0,15.525,2.8,4.3,10.6,10.6,15.2
Cork,15-Aug-99,0,16,0,10,0,8,0,2.3,990.2,6,0,12,0,280,0,18,1.8,0,15.425,1.7,2.4,9.9,9.9,14.5
Cork,16-Aug-99,0,16.5,0,10.4,0,8.4,0,2.6,987.6,7.8,0,16,0,280,0,26,6.7,0,14.725,2.9,4.1,9.9,9.9,14.7
Cork,17-Aug-99,0,17.7,0,11.4,0,8,0,10.7,978.7,8.9,0,17,0,250,0,25,11.1,0,15.85,2.9,4.5,1.8,1.8,6.7
Cork,18-Aug-99,0,18.9,0,11.1,0,8.9,0,1.2,980.2,10,0,18,0,290,0,27,8.6,0,15.725,2.9,4.1,3.5,3.5,8.5
Cork,19-Aug-99,0,19.5,0,10.2,0,8.7,3,0,993.7,4.9,0,8,0,350,0,16,6.6,0,15.575,2.6,3.5,6,6,11
Cork,20-Aug-99,0,19,0,9.4,0,8,3,0,1002.3,6.4,0,11,0,100,0,17,10.7,0,16.675,2.5,3.4,8.3,8.3,13.5
Cork,21-Aug-99,0,16.8,0,10.9,0,9.4,3,0,1002.2,14.1,0,20,0,80,0,27,0.1,0,15.05,1.7,2.5,9.8,9.8,15.1
Cork,22-Aug-99,0,15.4,0,13,0,12.5,0,49.6,997.1,17.2,0,22,0,90,0,34,0,0,14.75,0.9,1.4,0,-10,-10
Cork,23-Aug-99,0,16.6,0,13.5,0,12.9,0,19.6,992.6,14.2,0,20,0,90,0,31,0,0,15.425,0.9,1.6,0,-10,-10
Cork,24-Aug-99,0,16.9,0,14.9,0,14.8,0,19,990,13.2,0,20,0,100,0,31,0,0,15.75,0.8,1.4,0,-10,-10
Cork,25-Aug-99,0,19.3,0,14.3,0,15.6,0,14.3,987.5,8.8,0,15,0,210,0,21,2,0,16.95,1.4,2.1,0,-10,-10
Cork,26-Aug-99,0,19.4,0,12.5,0,12.8,2,0,991.6,9.9,0,17,0,250,0,25,8.1,0,17.05,2.5,3.7,2.5,2.5,-7
Cork,27-Aug-99,0,20.5,0,12,0,8.9,3,0,999.8,6.4,0,11,0,230,0,17,6.2,0,16.7,2.2,3,4.7,4.7,-4.4
Cork,28-Aug-99,0,18,0,12.2,0,6.5,2,0,1003.6,4.5,0,10,0,150,0,15,0.6,0,16.45,1.4,1.9,6,6,-2.8
Cork,29-Aug-99,0,18.9,0,10.9,0,13.3,0,1.9,1000.8,8.3,0,18,0,280,0,26,7.4,0,16.9,2.3,3.4,6.3,6.3,-2.2
Cork,30-Aug-99,0,17.7,0,10.2,0,6.5,3,0,1003,6.2,0,11,0,290,0,16,1.5,0,15.425,2.1,2.8,8.3,8.3,-0.1
Cork,31-Aug-99,0,19.5,0,12.5,0,10.7,0,0,1002.1,5.7,0,10,0,260,0,15,3,0,16.8,1.9,2.5,10,10,1.9
Cork,01-Sep-99,0,20.8,0,15.1,0,14.9,2,0,1002.4,5.6,0,9,0,230,0,12,0.7,0,18.125,1.3,1.7,11.3,11.3,3.2
Cork,02-Sep-99,0,20.5,0,14.7,0,14.3,3,0,1001.7,4.3,0,7,0,220,0,11,2.6,0,18.325,1.7,2.3,12.8,12.8,4.9
Cork,03-Sep-99,0,22.5,0,13.7,0,10.6,3,0,1001,3.8,0,8,0,280,0,10,6.7,0,18.175,2.6,3.4,15.1,15.1,7.5
Cork,04-Sep-99,0,22,0,13.4,0,11.4,3,0,1001,3,0,7,0,160,0,11,1.1,0,18.375,1.6,2.1,16.5,16.5,9.1
Cork,05-Sep-99,0,21.8,0,14.7,0,17,3,0,995.8,3.4,0,8,0,230,0,14,1.3,0,19.375,1.8,2.3,18,18,10.9
Cork,06-Sep-99,0,18.4,0,11.5,0,11.9,0,28.2,989.2,9.8,0,15,0,210,0,23,0,0,17.35,0.8,1.1,0,-9.6,-10
Cork,07-Sep-99,0,17.9,0,10.3,0,7.3,0,0.6,990.2,9,0,15,0,210,0,22,10,0,15.975,2.3,3.5,1.7,1.7,-7.8
Cork,08-Sep-99,0,17.6,0,10,0,10.7,0,9.4,989.1,14.6,0,26,0,180,0,43,2.7,0,15.6,1.3,2,0,-6.4,-10
Cork,09-Sep-99,0,17.3,0,8.6,0,4.5,2,0,1001.2,8.5,0,16,0,200,0,24,10.7,0,14.15,2.4,3.3,2.4,2.4,-7.1
Cork,10-Sep-99,0,18.9,0,12.8,0,9.4,2,0,998.5,11.2,0,15,0,170,0,25,4.4,0,15.525,2.1,3.1,4.4,4.4,-4.7
Cork,11-Sep-99,0,16.6,0,8.8,0,10.4,0,16,992.5,9.9,0,16,0,320,0,26,4.5,0,15.35,1.4,2.1,0,-10,-10
Cork,12-Sep-99,0,14.8,0,7,0,1.7,0,8.7,991.6,7.8,0,14,0,220,0,23,6,0,12.925,1.8,2.5,0,-6.9,-10
Cork,13-Sep-99,0,15.5,0,7,0,3.6,2,0,992.1,7.6,0,15,0,270,0,23,10.2,0,12.575,2,2.8,2,2,-7.5
Cork,14-Sep-99,0,16,0,5.9,0,0.9,0,0.5,994,6.2,0,13,0,170,0,22,5.8,0,12.35,1.6,2.3,3,3,-6.1
Cork,15-Sep-99,0,16.3,0,12.2,0,11,0,20.7,987.7,11,0,18,0,180,0,29,0,0,14.525,0.6,0.9,0,-10,-10
Cork,16-Sep-99,0,15.8,0,8.5,0,6.5,0,3.1,982.7,9.4,0,18,0,210,0,27,9.3,0,13.975,1.6,2.5,0,-1.5,-10
Cork,17-Sep-99,0,15.6,0,9.3,0,7.4,0,2.6,976.7,10.7,0,23,0,150,0,33,9.1,0,13.35,1.8,2.8,0,-0.8,-10
Cork,18-Sep-99,0,16.5,0,12.5,0,9.6,0,26.8,965.5,21,0,33,0,140,0,51,2.1,0,14.325,1.2,2,0,-10,-10
Cork,19-Sep-99,0,17.9,0,11.8,0,10.2,0,1.4,968.8,9.8,0,15,0,130,0,21,6.2,0,14.65,1.7,2.5,0.3,0.3,-9.2
Cork,20-Sep-99,0,16.2,0,10.5,0,9.4,3,0,970,10,0,17,0,300,0,25,3.2,0,14.35,1.4,2,1.7,1.7,-7.4
Cork,21-Sep-99,0,16.7,0,10.2,0,8.8,2,0,971.9,8.8,0,16,0,200,0,21,7.4,0,14.05,1.8,2.6,3.5,3.5,-5.2
Cork,22-Sep-99,0,16.4,0,10,0,5.8,0,14.5,971.2,11.3,0,18,0,130,0,29,0.5,0,14.025,0.8,1.3,0,-10,-10
Cork,23-Sep-99,0,16.8,0,12.5,0,10.5,0,2.2,975.2,10.8,0,19,0,210,0,28,3.5,0,14.25,1.4,2.1,0,-0.8,-10
Cork,24-Sep-99,0,17.1,0,11.6,0,10.5,0,3.8,983.6,7.3,0,13,0,210,0,18,3.5,0,14.15,1.3,1.9,0,-2.5,-10
Cork,25-Sep-99,0,15,0,9.5,0,6.3,0,10.8,985.6,3.8,0,12,0,310,0,18,0.6,0,13.625,1,1.3,0,-9.8,-10
Cork,26-Sep-99,0,14.1,0,9.4,0,5.9,0,9.7,979.8,6.2,0,16,0,80,0,23,0.1,0,12.775,0.9,1.3,0,-8.8,-10
Cork,27-Sep-99,0,14.1,0,9.6,0,7.7,0,2.1,976.7,8.2,0,13,0,270,0,20,0.6,0,13.3,0.8,1.2,0,-1.3,-10
Cork,28-Sep-99,0,16,0,8.6,0,4,0,5.8,978.2,9,0,18,0,210,0,29,1.1,0,12.45,0.8,1.1,0,-5,-10
Cork,29-Sep-99,0,16,0,12.1,0,10.6,0,12.7,971.8,12.8,0,21,0,200,0,32,4,0,13.775,1.2,1.9,0,-10,-10
Cork,30-Sep-99,0,13.5,0,9.5,0,10.1,0,0.4,979.6,13,0,22,0,270,0,36,1.7,0,12.75,1,1.6,0.6,0.6,-8.9
Cork,01-Oct-99,0,13.6,0,7.9,0,7.2,0,7.1,979.6,12.8,0,24,0,240,0,35,0.1,0,11.525,0.9,1.1,0,-5.6,-10
Cork,02-Oct-99,0,13.1,0,5.6,0,3.1,0,3.1,978.3,13.2,0,22,0,250,0,36,5.1,0,10.1,1.6,2.3,0,-1.5,-10
Cork,03-Oct-99,0,13.9,0,7,0,5.4,0,0.5,990.6,12.2,0,22,0,330,0,33,8.5,0,10.45,1.8,2.6,1.3,1.3,-8.2
Cork,04-Oct-99,0,12.8,0,5.3,0,3.5,0,0.2,1001.8,5.9,0,10,0,320,0,15,9.8,0,10.35,1.5,2.1,2.6,2.6,-6.5
Cork,05-Oct-99,0,13.7,0,3.9,0,1.1,3,0,1006.2,4.8,0,10,0,140,0,14,7.8,0,10.15,1.4,2,3.9,3.9,-4.8
Cork,06-Oct-99,0,15.3,0,9.5,0,7.8,0,0.1,1006.4,7.3,0,12,0,190,0,18,3.3,0,11.925,1.2,1.7,5,5,-3.4
Cork,07-Oct-99,0,15.2,0,9.8,0,8.5,0,0.1,1005.5,9.3,0,17,0,260,0,25,0.9,0,12.85,0.8,1,5.6,5.6,-2.6
Cork,08-Oct-99,0,16.5,0,12,0,9.4,3,0,1004.2,10.2,0,17,0,260,0,24,3,0,13.175,1.3,1.7,6.9,6.9,-1.1
Cork,09-Oct-99,0,19.6,0,12.9,0,12,3,0,1003.3,7.7,0,14,0,240,0,21,1.8,0,14.5,1.1,1.4,7.9,7.9,0
Cork,10-Oct-99,0,14.9,0,7.5,0,11.8,0,0.1,1004.1,9.8,0,19,0,230,0,29,3.1,0,13.875,0.8,1.2,8.5,8.5,0.7
Cork,11-Oct-99,0,15,0,5.5,0,1.2,3,0,1009.2,3.8,0,9,0,290,0,16,7.5,0,11,1.2,1.6,9.6,9.6,1.9
Cork,12-Oct-99,0,13.7,0,4.4,0,1.1,3,0,1010.5,3.3,0,8,0,160,0,14,9.8,0,10.625,1,1.5,10.5,10.5,2.9
Cork,13-Oct-99,0,14.7,0,4.7,0,0,3,0,1010.4,2.9,0,6,0,120,0,13,9,0,10.2,1,1.5,11.4,11.4,3.9
Cork,14-Oct-99,0,14.7,0,7.6,0,3.5,0,0.1,1004.9,7.9,0,15,0,110,0,26,3.2,0,10.7,0.9,1.3,12.2,12.2,4.7
Cork,15-Oct-99,0,13.7,0,11.2,0,10.7,0,14.4,998,10.9,0,15,0,90,0,21,0,0,12.325,0.4,0.7,0,-1.8,-9.3
Cork,16-Oct-99,0,13.8,0,12,0,11.6,0,7.5,998.6,8.8,0,13,0,90,0,22,0,0,12.975,0.5,0.7,0,-7,-10
Cork,17-Oct-99,0,14.8,0,10,0,11,3,0,997,10.1,0,17,0,90,0,23,3.7,0,12.75,1,1.4,1,1,-8.5
Cork,18-Oct-99,0,11.7,0,9.4,0,8.1,0,0,994.9,14.2,0,20,0,80,0,29,0.3,0,10.975,1.1,1.5,2.1,2.1,-6.9
Cork,19-Oct-99,0,11.2,0,8,0,7.6,0,0,991,13.6,0,20,0,90,0,30,1.6,0,9.775,1.3,1.7,3.4,3.4,-5.3
Cork,20-Oct-99,0,10.5,0,6.4,0,4.5,0,4.2,982.8,12.6,0,17,0,90,0,27,0,0,8.65,0.8,1.2,0,0,-8.4
Cork,21-Oct-99,0,12,0,10.1,0,7.5,0,7.8,969.6,15.6,0,24,0,110,0,35,0,0,10.35,0.6,0.9,0,-7.2,-10
Cork,22-Oct-99,0,14,0,11,0,9.1,0,1.6,963.3,12.5,0,18,0,130,0,28,2.6,0,11.55,0.7,1,0,-0.9,-10
Cork,23-Oct-99,0,13.7,0,9.9,0,10.5,0,3.6,959.2,13.4,0,21,0,190,0,32,1.6,0,12.225,0.6,0.9,0,-3,-10
Cork,24-Oct-99,0,12.9,0,8.6,0,5,0,10.7,962.5,4.3,0,10,0,170,0,18,2.7,0,11.475,0.5,0.8,0,-10,-10
Cork,25-Oct-99,0,14,0,7.9,0,6.3,0,0.3,978.7,9.2,0,14,0,340,0,22,4.3,0,11.175,0.8,1.2,0.5,0.5,-9
Cork,26-Oct-99,0,14.1,0,8,0,6,3,0,995.9,5.6,0,10,0,240,0,13,4.7,0,10.7,0.7,1,1.3,1.3,-7.8
Cork,27-Oct-99,0,13.7,0,9,0,5.4,0,1.4,999.2,12.9,0,25,0,210,0,36,1.1,0,11.075,0.8,1.1,0.7,0.7,-8
Cork,28-Oct-99,0,13.6,0,6.8,0,5,3,0,1002.3,3.7,0,8,0,320,0,13,7.5,0,10.3,0.6,0.9,1.3,1.3,-6.9
Cork,29-Oct-99,0,13.8,0,7.2,0,1.8,0,0.1,991.5,11,0,21,0,150,0,33,0,0,10.45,0.3,0.5,1.5,1.5,-6.4
Cork,30-Oct-99,0,13.9,0,7.9,0,8.6,0,9.1,976,19.2,0,31,0,210,0,55,3.6,0,11.625,0.8,1.2,0,-6.8,-10
Cork,31-Oct-99,0,13.1,0,7.9,0,5.4,0,2.3,986.1,20,0,28,0,190,0,42,3.2,0,10.025,1,1.5,0,-1.3,-10
Cork,01-Nov-99,0,12.8,0,6,0,9.2,0,5.9,983.2,13.2,0,23,0,190,0,34,4.8,0,10.975,0.6,0.9,0,-5.3,-10
Cork,02-Nov-99,0,11.9,0,4.4,0,0.6,0,0.3,997.8,10,0,18,0,260,0,24,7.3,0,8.65,0.5,0.7,0.2,0.2,-9.3
Cork,03-Nov-99,0,12.7,0,10.1,0,8,0,0.2,1003,12.3,0,18,0,190,0,29,0,0,10.4,0.5,0.7,0.5,0.5,-8.5
Cork,04-Nov-99,0,12.5,0,10.5,0,9.4,0,0.8,989,18,0,24,0,190,0,35,0.1,0,11.1,0.6,0.9,0.3,0.3,-8.3
Cork,05-Nov-99,0,12.2,0,4.8,0,5.8,0,23.9,981.2,14.6,0,25,0,190,0,39,4.4,0,9.75,0.4,0.7,0,-10,-10
Cork,06-Nov-99,0,9.9,0,3.9,0,1,2,0,997.5,6.5,0,11,0,270,0,16,3.3,0,7.7,0.5,0.7,0.5,0.5,-9
Cork,07-Nov-99,0,11.8,0,8.5,0,5,0,0.8,1006.8,6.8,0,12,0,230,0,22,0.6,0,9.6,0.5,0.7,0.2,0.2,-8.9
Cork,08-Nov-99,0,13.8,0,9,0,7.6,2,0,1013.8,4,0,7,0,320,0,10,0.4,0,10.8,0.4,0.6,0.6,0.6,-8
Cork,09-Nov-99,0,13.4,0,7.5,0,9.6,3,0,1020.5,6.1,0,13,0,80,0,19,5.6,0,10.95,0.4,0.6,1,1,-7.2
Cork,10-Nov-99,0,10.1,0,4.4,0,2.6,3,0,1023.5,6.4,0,10,0,340,0,11,3.9,0,8.15,0.5,0.6,1.5,1.5,-6.3
Cork,11-Nov-99,0,9.2,0,3.8,0,1.2,3,0,1020.1,6.9,0,10,0,350,0,13,0.1,0,7.4,0.5,0.6,1.9,1.9,-5.6
Cork,12-Nov-99,0,8.7,0,7,0,6.6,2,0,1013.9,9.6,0,13,0,10,0,18,0,0,8.6,0.5,0.7,2.5,2.5,-4.8
Cork,13-Nov-99,0,10.3,0,7.3,0,6.5,2,0,1009.4,9,0,14,0,360,0,19,0.1,0,9.025,0.4,0.6,2.9,2.9,-4.1
Cork,14-Nov-99,0,9.3,0,6.4,0,6,0,0,1007.5,8.8,0,11,0,320,0,16,0,0,8.85,0.5,0.7,3.4,3.4,-3.4
Cork,15-Nov-99,0,9.5,0,4.4,0,1.7,2,0,1005.9,7.1,0,13,0,340,0,17,1.6,0,7.95,0.3,0.5,3.7,3.7,-2.8
Cork,16-Nov-99,0,9,0,4.3,0,0.7,0,0.5,1004,10.2,0,18,0,320,0,28,3.9,0,6.55,0.7,0.8,3.9,3.9,-2.5
Cork,17-Nov-99,0,10.5,0,5.3,0,2.8,0,3.3,1003.6,9.9,0,17,0,320,0,25,0,0,7.15,0.5,0.7,1.1,1.1,-5.2
Cork,18-Nov-99,0,11,0,2,0,8,0,2.4,1000.3,10,0,18,0,360,0,26,3.9,0,8.875,0.3,0.4,0,-1.1,-7.1
Cork,19-Nov-99,0,7.7,0,0.8,1,-1.2,3,0,1009,10.6,0,19,0,360,0,26,6.9,0,5.05,0.6,0.7,0.6,0.6,-6.1
Cork,20-Nov-99,0,7.8,0,0.4,1,-1.8,3,0,1008.6,7.2,0,10,0,310,0,14,7,0,4.325,0.4,0.5,1,1,-5.4
Cork,21-Nov-99,0,7.5,0,0.3,1,-4.4,0,0.2,1002.7,4.6,0,10,0,290,0,15,1,0,4.275,0.3,0.4,1.1,1.1,-5
Cork,22-Nov-99,0,10,0,4,1,-0.4,0,0.2,999.8,8.1,0,16,0,310,0,23,0.8,0,6.325,0.3,0.5,1.2,1.2,-4.6
Cork,23-Nov-99,0,11.7,0,8,0,4.2,0,1.6,998,12.1,0,23,0,210,0,33,0.3,0,8.15,0.5,0.7,0.2,0.2,-5.5
Cork,24-Nov-99,0,11.7,0,7.5,0,8.4,0,6.1,996.5,12.8,0,25,0,210,0,39,0.8,0,9.6,0.3,0.5,0,-5.6,-10
Cork,25-Nov-99,0,12.2,0,7.1,0,4.3,0,1.9,997.4,14.2,0,26,0,200,0,41,0,0,9.35,0.4,0.6,0,-1.5,-10
Cork,26-Nov-99,0,11.1,0,4.1,0,6.7,0,6.8,988.8,15.1,0,30,0,180,0,50,5.1,0,9.225,0.3,0.4,0,-6.5,-10
Cork,27-Nov-99,0,11.8,0,4.2,0,0,0,4.8,989.7,15.1,0,28,0,180,0,42,0,0,7.35,0.5,0.7,0,-4.3,-10
Cork,28-Nov-99,0,12,0,4.5,0,9.5,0,21.6,983,18.8,0,33,0,190,0,51,0,0,9.35,0.6,0.9,0,-10,-10
Cork,29-Nov-99,0,9.2,0,2.6,1,-1.7,3,0,1000.3,6.2,0,11,0,220,0,15,7.4,0,5.625,0.4,0.4,0.4,0.4,-9.1
Cork,30-Nov-99,0,11.7,0,6.5,0,2.1,2,0,1004.5,14,0,22,0,250,0,32,0,0,8.125,0.4,0.6,0.8,0.8,-8.3
Cork,01-Dec-99,0,11.5,0,6.2,0,7.1,0,1.5,1004.4,10.9,0,18,0,270,0,27,3.8,0,8.85,0.5,0.6,0,-0.2,-8.8
Cork,02-Dec-99,0,10.5,0,4.8,0,0.7,0,0.2,1000,10.3,0,28,0,210,0,42,2.3,0,6.8,0.3,0.4,0.1,0.1,-8.2
Cork,03-Dec-99,0,11.4,0,3.4,0,4.4,0,2.4,989.8,16.8,0,33,0,280,0,48,0.4,0,7.375,0.7,0.9,0,-1.6,-9.5
Cork,04-Dec-99,0,6.4,0,2.4,1,-0.5,0,1.1,1000.5,9.8,0,19,0,290,0,33,4.5,0,4.75,0.6,0.7,0,-0.5,-9.6
Cork,05-Dec-99,0,10.2,0,2.6,1,-1,0,0.2,1002.4,10.5,0,27,0,220,0,37,0,0,5.65,0.5,0.7,0.3,0.3,-8.7
Cork,06-Dec-99,0,11.8,0,6.4,0,8.4,0,3.3,994.7,14.3,0,24,0,220,0,36,0,0,8.55,0.5,0.7,0,-2.5,-10
Cork,07-Dec-99,0,7.7,0,3.5,0,3,0,1,989.2,11.9,0,25,0,260,0,37,3.7,0,6.2,0.5,0.6,0,-0.5,-10
Cork,08-Dec-99,0,10.2,0,4,0,0.5,0,9.9,979.4,19.7,0,29,0,210,0,43,3.1,0,6.45,0.6,0.8,0,-9.3,-10
Cork,09-Dec-99,0,6.8,0,2.2,1,-0.2,0,5.5,977.2,18.4,0,33,0,280,0,49,1.8,0,4.725,0.8,1,0,-4.7,-10
Cork,10-Dec-99,0,11.3,0,1.8,1,-0.6,0,14.6,977.8,9.8,0,19,0,240,0,30,0,0,5,0.6,0.8,0,-10,-10
Cork,11-Dec-99,0,11.6,0,5.2,0,7,0,8.9,968.8,13.2,0,23,0,250,0,34,2.8,0,7.6,0.3,0.4,0,-8.6,-10
Cork,12-Dec-99,0,6.3,0,2.3,0,2,0,3.8,978.4,13.8,0,26,0,280,0,38,3,0,5.25,0.5,0.6,0,-3.3,-10
Cork,13-Dec-99,0,5.7,0,0.7,1,-1.3,0,4.6,984,8.8,0,15,0,260,0,24,5.4,0,3.925,0.2,0.2,0,-4.4,-10
Cork,14-Dec-99,0,4,0,0.4,1,-1.8,0,0.1,989.8,9.1,0,17,0,360,0,25,6.3,0,3.1,0.2,0.2,0.1,0.1,-9.4
Cork,15-Dec-99,0,4.4,1,-1,1,-3.6,2,0,1004.9,10.8,0,17,0,330,0,25,7.3,0,2.15,0.3,0.3,0.4,0.4,-8.6
Cork,16-Dec-99,0,8.5,0,1.7,1,-2.2,0,1.8,1003.8,12,0,24,0,230,0,38,0.8,0,3.475,0.4,0.5,0,-0.9,-9.5
Cork,17-Dec-99,0,12.1,0,5.2,0,5.4,0,13.7,992.7,13.6,0,26,0,240,0,37,0.1,0,7.45,0.3,0.5,0,-10,-10
Cork,18-Dec-99,0,7.4,0,2.5,0,4.4,0,22,992,11.8,0,19,0,40,0,27,0,0,6.425,0.4,0.6,0,-10,-10
Cork,19-Dec-99,0,3,1,-1.2,1,-4,3,0,1003.1,7.5,0,16,0,10,0,23,6.9,0,3.225,0.1,0.2,0.1,0.1,-9.4
Cork,20-Dec-99,0,10.3,0,2.3,1,-4.5,0,29.9,997,17.2,0,25,0,150,0,38,0,0,4.725,0.6,0.9,0,-10,-10
Cork,21-Dec-99,0,10.2,0,3.5,1,-0.3,0,4.6,991.4,10.4,0,23,0,180,0,38,3.5,0,6,0.1,0.1,0,-4.5,-10
Cork,22-Dec-99,0,10.3,0,4.2,0,8.6,0,21.8,984,14.5,0,23,0,180,0,42,0,0,7.5,0.6,0.8,0,-10,-10
Cork,23-Dec-99,0,10.1,0,4.5,0,1.3,0,16,980,19.3,0,37,0,190,0,59,0,0,6,0.7,1,0,-10,-10
Cork,24-Dec-99,0,10.7,0,0.5,0,4.1,0,10.8,961.5,16.2,0,33,0,270,0,51,0.1,0,6.5,0.3,0.5,0,-10,-10
Cork,25-Dec-99,0,5.4,0,0.6,1,-0.7,0,9.2,966,13,0,29,0,260,0,43,1.6,0,3.75,0.6,0.7,0,-8.6,-10
Cork,26-Dec-99,0,6.1,0,2.2,1,-1.3,0,3.1,970.2,12.7,0,23,0,250,0,37,0.7,0,3.65,0.8,0.9,0,-2.3,-10
Cork,27-Dec-99,0,3.8,0,1,1,-2,0,1.7,974.8,7.5,0,20,0,300,0,31,0,0,2.925,0.4,0.6,0,-1.3,-10
Cork,28-Dec-99,0,5,0,0.5,1,-1.4,0,0.8,988.2,9.8,0,17,0,290,0,26,7.2,0,2.7,0.2,0.2,0,-0.6,-10
Cork,29-Dec-99,0,7,0,2,1,-1,3,0,1000.8,7.6,0,10,0,300,0,14,6.9,0,3.05,0.2,0.2,0.2,0.2,-9.3
Cork,30-Dec-99,0,11.3,0,4.7,0,1,0,2.6,997.2,12.2,0,22,0,230,0,34,0.2,0,5.875,0.6,0.7,0,-1.9,-10
Cork,31-Dec-99,0,10.1,0,4.3,0,2.2,0,0.6,999,8.7,0,16,0,220,0,25,0,0,6.95,0.3,0.4,0,-0.3,-9.8
Cork,01-Jan-00,0,8.2,0,2.9,1,-3.5,0,0.4,1004,3.7,0,9,0,220,0,13,1.2,0,4.7,0.1,0.2,0,-0.3,-9.6
Cork,02-Jan-00,0,10.7,0,5,0,1.1,0,4.3,997.5,10.5,0,24,0,210,0,35,0,0,6.275,0.3,0.4,0,-4,-10
Cork,03-Jan-00,0,10.6,0,3.3,1,-1,0,0.6,995.2,5,0,17,0,260,0,20,0,0,5.425,0.2,0.3,0,-0.4,-9.9
Cork,04-Jan-00,0,8,0,2.2,1,-0.8,0,2.6,988.9,12.2,0,24,0,210,0,41,5.3,0,5.025,0.5,0.5,0,-2.1,-10
Cork,05-Jan-00,0,10.1,0,5.9,1,-0.5,0,6,981.2,22.8,0,29,0,180,0,48,0,0,6.525,0.5,0.8,0,-5.5,-10
Cork,06-Jan-00,0,9.3,0,4,0,1.1,0,0.1,987.5,9.3,0,21,0,220,0,33,5.3,0,5.75,0.3,0.3,0.2,0.2,-9.3
Cork,07-Jan-00,0,9.8,0,3.7,0,2.5,0,2.6,988.2,19.8,0,32,0,210,0,46,0,0,6.7,0.6,0.9,0,-1.8,-10
Cork,08-Jan-00,0,6.2,0,1,1,-0.6,2,0,996.3,8.9,0,17,0,280,0,26,6.2,0,4.025,0.4,0.4,0.4,0.4,-9.1
Cork,09-Jan-00,0,7.2,0,1.2,1,-2.8,0,0.9,1006.9,5.4,0,11,0,260,0,18,6.7,0,3.1,0.2,0.2,0,-0.4,-9.4
Cork,10-Jan-00,0,9.5,0,5.5,1,-0.5,0,3.2,1008,13.3,0,23,0,210,0,33,0,0,5.7,0.3,0.5,0,-2.9,-10
Cork,11-Jan-00,0,10.3,0,7.8,0,7.5,0,10.3,1003.2,18.2,0,26,0,210,0,39,0,0,7.825,0.2,0.4,0,-10,-10
Cork,12-Jan-00,0,9.5,0,1.5,0,5.2,0,16.7,997.6,6.5,0,25,0,210,0,35,0,0,6.5,0.3,0.5,0,-10,-10
Cork,13-Jan-00,0,5.6,0,1.3,1,-0.7,0,0.2,1001.8,14.9,0,22,0,320,0,36,7,0,3.65,0.5,0.5,0.3,0.3,-9.2
Cork,14-Jan-00,0,4.8,0,0.4,1,-0.6,3,0,1011.2,13.2,0,21,0,20,0,28,7.5,0,3.15,0.6,0.7,0.9,0.9,-8.2
Cork,15-Jan-00,0,4.8,1,-1.3,1,-3,3,0,1020.4,11.3,0,16,0,20,0,23,6.2,0,2.175,0.5,0.6,1.3,1.3,-7.3
Cork,16-Jan-00,0,4,1,-0.5,1,-2.9,2,0,1024.4,6.8,0,12,0,350,0,15,0,0,2.425,0.3,0.4,1.6,1.6,-6.7
Cork,17-Jan-00,0,7,0,3.5,0,2.1,3,0,1022.2,7.6,0,14,0,330,0,21,6.5,0,4.575,0.3,0.4,1.9,1.9,-6.1
Cork,18-Jan-00,0,8.3,0,3,0,0.9,2,0,1019.8,6,0,10,0,300,0,15,1.5,0,5.475,0.3,0.4,2.1,2.1,-5.5
Cork,19-Jan-00,0,3.8,0,1.3,0,2.1,2,0.1,1019.8,2,0,6,0,310,0,9,0,0,4.8,0.3,0.4,2.3,2.3,-5
Cork,20-Jan-00,0,7.2,0,1.3,0,1.2,2,0,1018,4,0,9,0,320,0,13,0.4,0,4.875,0.3,0.4,2.6,2.6,-4.5
Cork,21-Jan-00,0,7.2,0,4.3,0,3.2,0,0,1017.9,6.6,0,11,0,350,0,14,0.7,0,5.5,0.5,0.6,3,3,-3.8
Cork,22-Jan-00,0,9,0,3.6,0,0.4,2,0,1013.1,13.5,0,21,0,320,0,36,1.9,0,5.175,0.9,1.1,3.9,3.9,-2.8
Cork,23-Jan-00,0,6.4,0,1.9,0,2.3,2,0,1010.2,5.5,0,12,0,30,0,17,2.6,0,5.1,0.5,0.7,4.4,4.4,-2.1
Cork,24-Jan-00,0,8.7,0,2.2,1,-4.8,2,0,1008.9,6.3,0,12,0,360,0,18,7,0,4.675,0.5,0.7,4.9,4.9,-1.4
Cork,25-Jan-00,0,6.5,1,-0.3,1,-4.1,3,0,1009.7,4.1,0,7,0,80,0,11,7.5,0,3.75,0.1,0.3,5,5,-1.2
Cork,26-Jan-00,0,4.6,1,-0.2,1,-3,3,0,1011.3,2.9,0,7,0,20,0,8,0,0,3.5,0.3,0.4,5.3,5.3,-0.9
Cork,27-Jan-00,0,6.6,1,-2,1,-7,2,0,1008.1,4.5,0,12,0,230,0,16,1.9,0,3.3,0.4,0.5,5.7,5.7,-0.5
