origincityLabel,origincountry,originlat,originlong,originpopulation,sistercityLabel,destinationlat,destinationlong,destinationpopulation,destination_countryLabel,dist,eu,samecountry,typecountry
Freital,Germany,51.01666667,13.65,39734,Milicz,51.53333333,17.28333333,NA,Poland,259,EU,different,EU
Mölln,Germany,53.62694444,10.68472222,18856,"Gmina Maszewo, West Pomeranian Voivodeship",53.48333333,15.06666667,NA,Poland,290,EU,different,EU
Bernburg,Germany,51.8,11.73333333,33920,Tarnowskie Góry,50.45,18.86666667,NA,Poland,520,EU,different,EU
Heuchelheim,Germany,50.58333333,8.633333333,NA,Dobrzeń Wielki,50.76667,17.86667,NA,Poland,651,EU,different,EU
Löhne,Germany,52.2,8.7,NA,Mielec,50.28333333,21.43333333,NA,Poland,910,EU,different,EU
Diepholz,Germany,52.60722222,8.371111111,16692,Starogard Gdański,53.96666667,18.53333333,NA,Poland,692,EU,different,EU
Guben,Germany,51.95333333,14.71666667,17971,Gubin,51.95,14.71666667,NA,Poland,0,EU,different,EU
Bergkamen,Germany,51.61666667,7.633333333,47803,Wieliczka,49.98944444,20.06611111,21878,Poland,891,EU,different,EU
Herbolzheim,Germany,48.22194444,7.7775,NA,Gmina Morawica,50.74111111,20.62666667,NA,Poland,968,EU,different,EU
Celle,Germany,52.62555556,10.0825,69748,Kwidzyn,53.73583333,18.93083333,NA,Poland,602,EU,different,EU
Ochsenfurt,Germany,49.65,10.06666667,11155,Ropczyce,50.08333333,21.63333333,NA,Poland,830,EU,different,EU
Dasing,Germany,48.36666667,11.05,4173,Siedlce,52.18333333,22.28333333,76585,Poland,903,EU,different,EU
Erkner,Germany,52.41666667,13.75,NA,Gmina Gołuchów,51.84944444,17.93138889,NA,Poland,292,EU,different,EU
Witten,Germany,51.43333333,7.333333333,97986,Tczew,54.09111111,18.78638889,NA,Poland,824,EU,different,EU
Lampertheim,Germany,49.59416667,8.467083333,31851,Świdnica,50.84611111,16.49138889,NA,Poland,587,EU,different,EU
Hamelin,Germany,52.10305556,9.36,56529,Kalwaria Zebrzydowska,49.86666667,19.68333333,NA,Poland,763,EU,different,EU
Penzlin,Germany,53.505,13.08305556,4248,Łęczyca,52.05,19.2,NA,Poland,442,EU,different,EU
Niebüll,Germany,54.78805556,8.829722222,8752,Płoty,53.80805556,15.26472222,NA,Poland,431,EU,different,EU
Großbeeren,Germany,52.35444444,13.30611111,NA,Lewin Kłodzki,50.41666667,16.28333333,NA,Poland,298,EU,different,EU
Tornesch,Germany,53.7,9.716666667,NA,Strzelce Krajeńskie,52.88333333,15.51666667,NA,Poland,396,EU,different,EU
Ascheberg,Germany,51.78888889,7.62,NA,Olszyna,51.06666667,15.38888889,NA,Poland,544,EU,different,EU
Weinstadt,Germany,48.81111111,9.365555556,26685,Międzychód,52.601,15.88988333,NA,Poland,623,EU,different,EU
Mölln,Germany,53.62694444,10.68472222,18856,Goleniów,53.55,14.81666667,NA,Poland,273,EU,different,EU
Bad Fallingbostel,Germany,52.8675,9.696666667,11044,Miastko,54.01666667,16.98333333,NA,Poland,499,EU,different,EU
Eckernförde,Germany,54.47416667,9.837777778,21859,Brzeg,50.86666667,17.48333333,36541,Poland,653,EU,different,EU
Bersenbrück,Germany,52.53333333,7.916666667,7958,Gryfino,53.25,14.483333,NA,Poland,447,EU,different,EU
Schortens,Germany,53.53333333,7.95,NA,Pieszyce,50.71666667,16.58333333,NA,Poland,667,EU,different,EU
Warendorf,Germany,51.95388889,7.993333333,NA,Oleśnica,51.2,17.38333333,NA,Poland,654,EU,different,EU
Korbach,Germany,51.28333333,8.866666667,23169,Pyrzyce,53.13333333,14.88333333,NA,Poland,458,EU,different,EU
Riesa,Germany,51.30805556,13.29388889,30885,Głogów,51.65888889,16.08027778,NA,Poland,197,EU,different,EU
Herford,Germany,52.13333333,8.683333333,66521,Gorzów Wielkopolski,52.73333333,15.25,124470,Poland,450,EU,different,EU
Wiek,Germany,54.62222222,13.28916667,NA,Łobez,53.63333333,15.61666667,NA,Poland,187,EU,different,EU
Brackenheim,Germany,49.08333333,9.066666667,15220,Zbrosławice,50.41667,18.75,NA,Poland,711,EU,different,EU
Zehdenick,Germany,52.98305556,13.33305556,NA,Siemiatycze,52.42722222,22.8625,NA,Poland,645,EU,different,EU
Sindelfingen,Germany,48.71333333,9.002777778,62215,Chełm,51.13333333,23.48333333,NA,Poland,1069,EU,different,EU
Frankfurt (Oder),Germany,52.35,14.55,58018,Gorzów Wielkopolski,52.73333333,15.25,124470,Poland,64,EU,different,EU
Solingen,Germany,51.16666667,7.083333333,156771,Złotoryja,51.13333333,15.91666667,16479,Poland,616,EU,different,EU
Barth,Germany,54.36666667,12.71666667,8696,Kołobrzeg,54.16666667,15.56666667,46716,Poland,186,EU,different,EU
Ingolstadt,Germany,48.76361111,11.42611111,133323,Opole,50.66666667,17.93333333,125992,Poland,513,EU,different,EU
Offenburg,Germany,48.47083333,7.940833333,57687,Olsztyn,53.78333333,20.48333333,173599,Poland,1054,EU,different,EU
Bornheim,Germany,50.75916667,7.005,46623,Zawiercie,50.5,19.41666667,NA,Poland,875,EU,different,EU
Forst (Lausitz),Germany,51.73333333,14.63333333,18945,"Brody, Żary County",51.8,14.78333333,NA,Poland,13,EU,different,EU
Löbau,Germany,51.09444444,14.66666667,18374,Lubań,51.11666667,15.3,NA,Poland,44,EU,different,EU
Hann. Münden,Germany,51.41666667,9.65,24072,Chełmno,53.36583333,18.42277778,NA,Poland,633,EU,different,EU
Nordhorn,Germany,52.43333333,7.066666667,52298,Malbork,54.03333333,19.05,38895,Poland,816,EU,different,EU
Wilthen,Germany,51.1,14.4,NA,Lwówek Śląski,51.11666667,15.58333333,9500,Poland,83,EU,different,EU
Bad Sülze,Germany,54.13333333,12.66666667,1723,Pyrzyce,53.13333333,14.88333333,NA,Poland,184,EU,different,EU
Soltau,Germany,52.98333333,9.833333333,NA,Zielona Góra,51.93972222,15.505,138763,Poland,401,EU,different,EU
Magdeburg,Germany,52.13333333,11.61666667,235723,Radom,51.40361111,21.15666667,219703,Poland,661,EU,different,EU
Gütersloh,Germany,51.9,8.383333333,97699,Grudziądz,53.4925,18.77611111,NA,Poland,722,EU,different,EU
Bad Oldesloe,Germany,53.81166667,10.37416667,24938,Kołobrzeg,54.16666667,15.56666667,46716,Poland,342,EU,different,EU
Schwedt,Germany,53.06305556,14.28305556,NA,Gryfino,53.25,14.483333,NA,Poland,25,EU,different,EU
Hoyerswerda,Germany,51.43305556,14.25,33843,Środa Wielkopolska County,52.23333333,17.28333333,NA,Poland,227,EU,different,EU
Barßel,Germany,53.17027778,7.746666667,12495,Elbląg,54.16666667,19.4,122568,Poland,775,EU,different,EU
Esslingen am Neckar,Germany,48.74055556,9.310833333,90378,Piotrków Trybunalski,51.4,19.68333333,77810,Poland,796,EU,different,EU
Siegen,Germany,50.87555556,8.016666667,102355,Zakopane,49.3,19.96666667,27490,Poland,869,EU,different,EU
Uchte,Germany,52.5,8.916666667,NA,Ząbkowice Śląskie,50.58333333,16.81666667,NA,Poland,586,EU,different,EU
Darmstadt,Germany,49.86666667,8.65,153166,Płock,52.55,19.7,NA,Poland,824,EU,different,EU
Weimar,Germany,50.98333333,11.31666667,64131,Zamość,50.72055556,23.25861111,NA,Poland,838,EU,different,EU
Eberswalde,Germany,52.83305556,13.83305556,41980,Gorzów Wielkopolski,52.73333333,15.25,124470,Poland,96,EU,different,EU
Bitterfeld-Wolfen,Germany,51.61666667,12.31666667,41259,Kamienna Góra,50.81666667,16.05,NA,Poland,275,EU,different,EU
Leer,Germany,53.23083333,7.452777778,NA,Elbląg,54.16666667,19.4,122568,Poland,792,EU,different,EU
Meldorf,Germany,54.08333333,9.066666667,7216,Gryfice,53.9,15.21666667,NA,Poland,402,EU,different,EU
Waren (Müritz),Germany,53.51666667,12.68333333,21153,Suwałki,54.08333333,22.93333333,69316,Poland,675,EU,different,EU
Teterow,Germany,53.76666667,12.56666667,8642,Białogard,54,15.98333333,24570,Poland,225,EU,different,EU
Emmendingen,Germany,48.12138889,7.849166667,NA,Sandomierz,50.68333333,21.75,24457,Poland,1044,EU,different,EU
Güstrow,Germany,53.79388889,12.17638889,28540,Gryfice,53.9,15.21666667,NA,Poland,200,EU,different,EU
Ribnitz-Damgarten,Germany,54.25,12.46666667,15104,Sławno,54.36666667,16.68333333,NA,Poland,274,EU,different,EU
Achim,Germany,53.01527778,9.034166667,29680,Nowa Sól,51.8,15.71666667,NA,Poland,473,EU,different,EU
Affing,Germany,48.46666667,10.98333333,4140,Łobez,53.63333333,15.61666667,NA,Poland,659,EU,different,EU
Erftstadt,Germany,50.81666667,6.766666667,49179,Jelenia Góra,50.9,15.73333333,84306,Poland,629,EU,different,EU
Marktl,Germany,48.25333333,12.84305556,2665,Wadowice,49.88333333,19.5,NA,Poland,517,EU,different,EU
Gelsenkirchen,Germany,51.51666667,7.1,257651,Olsztyn,53.78333333,20.48333333,173599,Poland,936,EU,different,EU
Steinfeld,Germany,52.6,8.216666667,NA,Jastrowie,53.42166667,16.81555556,NA,Poland,582,EU,different,EU
Elmshorn,Germany,53.75472222,9.653611111,47667,Stargard,53.56666667,15.03333333,NA,Poland,355,EU,different,EU
Schwarzheide,Germany,51.48305556,13.86666667,5795,Krosno Odrzańskie,52.03333333,15.1,NA,Poland,105,EU,different,EU
Görlitz,Germany,51.15277778,14.98722222,56073,Zgorzelec,51.15277778,15,31359,Poland,1,EU,different,EU
Siegburg,Germany,50.80138889,7.204444444,39878,Bolesławiec,51.26666667,15.56666667,39412,Poland,587,EU,different,EU
Burgdorf,Germany,52.45,10.00833333,29094,Ząbkowice Śląskie,50.58333333,16.81666667,NA,Poland,515,EU,different,EU
Wiesloch,Germany,49.29416667,8.698333333,25642,Ząbkowice Śląskie,50.58333333,16.81666667,NA,Poland,598,EU,different,EU
Cottbus,Germany,51.76055556,14.33416667,99595,Zielona Góra,51.93972222,15.505,138763,Poland,83,EU,different,EU
Plauen,Germany,50.495,12.13833333,65201,Pabianice,51.65,19.38333333,NA,Poland,522,EU,different,EU
Wittichenau,Germany,51.38333333,14.25,NA,Lubomierz,51.01666667,15.51666667,NA,Poland,97,EU,different,EU
Neuenhaus,Germany,52.5,6.966666667,NA,Zelów,51.46666667,19.21666667,NA,Poland,846,EU,different,EU
Heilbronn,Germany,49.15,9.216666667,122567,Słubice,52.35,14.56666667,NA,Poland,518,EU,different,EU
Frankfurt (Oder),Germany,52.35,14.55,58018,Słubice,52.35,14.56666667,NA,Poland,1,EU,different,EU
Schwäbisch Hall,Germany,49.11222222,9.7375,37452,Zamość,50.72055556,23.25861111,NA,Poland,983,EU,different,EU
Lünen,Germany,51.61666667,7.516666667,85867,Kamień Pomorski,53.96972222,14.78583333,NA,Poland,554,EU,different,EU
Forst (Lausitz),Germany,51.73333333,14.63333333,18945,Lubsko,51.78333333,14.96666667,NA,Poland,24,EU,different,EU
Bremervörde,Germany,53.48333333,9.133333333,NA,Krosno Odrzańskie,52.03333333,15.1,NA,Poland,432,EU,different,EU
Vlotho,Germany,52.16666667,8.849722222,18800,Lubsko,51.78333333,14.96666667,NA,Poland,421,EU,different,EU
Mülheim an der Ruhr,Germany,51.42833333,6.878888889,169278,Opole,50.66666667,17.93333333,125992,Poland,777,EU,different,EU
Bonn,Germany,50.73388889,7.099722222,318809,Opole,50.66666667,17.93333333,125992,Poland,762,EU,different,EU
Döbern,Germany,51.61666667,14.6,3696,"Jasień, Lubusz Voivodeship",51.75138889,15.0175,NA,Poland,32,EU,different,EU
Spremberg,Germany,51.57166667,14.37944444,22929,Szprotawa,51.56666667,15.5,NA,Poland,77,EU,different,EU
Oderwitz,Germany,50.95888889,14.71861111,5363,Udanin,51.03694444,16.45333333,NA,Poland,122,EU,different,EU
Paderborn,Germany,51.71666667,8.766666667,148126,Przemyśl,49.78333333,22.76666667,67847,Poland,1006,EU,different,EU
Peitz,Germany,51.86666667,14.41666667,4445,Kostrzyn nad Odrą,52.58833333,14.66666667,NA,Poland,82,EU,different,EU
Teltow,Germany,52.40222222,13.27055556,NA,Żagań,51.61666667,15.31666667,NA,Poland,165,EU,different,EU
Freiberg,Germany,50.91194444,13.34277778,41641,Wałbrzych,50.76666667,16.28333333,116069,Poland,207,EU,different,EU
Peitz,Germany,51.86666667,14.41666667,4445,Zbąszynek,52.25,15.81666667,NA,Poland,105,EU,different,EU
Bramsche,Germany,52.4,7.983333333,30134,Biskupiec,53.85,20.95,NA,Poland,879,EU,different,EU
Wolfenbüttel,Germany,52.16222222,10.53694444,51569,Kamienna Góra,50.81666667,16.05,NA,Poland,410,EU,different,EU
Potsdam,Germany,52.4,13.06666667,167505,Opole,50.66666667,17.93333333,125992,Poland,388,EU,different,EU
Bad Harzburg,Germany,51.88111111,10.56222222,21735,Szklarska Poręba,50.83333333,15.53333333,NA,Poland,364,EU,different,EU
Ibbenbüren,Germany,52.27777778,7.716666667,50438,Jastrzębie-Zdrój,49.95,18.58333333,NA,Poland,801,EU,different,EU
Binz,Germany,54.4,13.6,5100,Białogard,54,15.98333333,24570,Poland,161,EU,different,EU
Goslar,Germany,51.906003,10.429163,50457,Brzeg,50.86666667,17.48333333,36541,Poland,503,EU,different,EU
Grimmen,Germany,54.11,13.04138889,10019,Kamień Pomorski,53.96972222,14.78583333,NA,Poland,115,EU,different,EU
Reinheim,Germany,49.82611111,8.834791667,NA,Sanok,49.55,22.21666667,NA,Poland,962,EU,different,EU
Bad Dürkheim,Germany,49.45944444,8.168055556,18499,Kluczbork,50.98333333,18.21666667,NA,Poland,734,EU,different,EU
Frankenthal,Germany,49.53333333,8.35,48363,Sopot,54.43333333,18.55,37457,Poland,884,EU,different,EU
Weißwasser,Germany,51.5,14.63305556,17074,Żary,51.63333333,15.13333333,NA,Poland,38,EU,different,EU
Uebigau-Wahrenbrück,Germany,51.55,13.35,5462,Zawadzkie,50.60944444,18.48,NA,Poland,373,EU,different,EU
Gevelsberg,Germany,51.3,7.333333333,31315,Szprotawa,51.56666667,15.5,NA,Poland,567,EU,different,EU
Heidenau,Germany,50.98333333,13.86666667,16257,Lwówek Śląski,51.11666667,15.58333333,9500,Poland,121,EU,different,EU
Pulsnitz,Germany,51.18166667,14.01305556,NA,Złotoryja,51.13333333,15.91666667,16479,Poland,133,EU,different,EU
Gartz,Germany,53.2,14.38305556,NA,Gryfino,53.25,14.483333,NA,Poland,9,EU,different,EU
Rinteln,Germany,52.19055556,9.081388889,NA,Sławno,54.36666667,16.68333333,NA,Poland,560,EU,different,EU
Eggesin,Germany,53.68333333,14.08333333,4813,Złotów,53.36027778,17.04083333,NA,Poland,199,EU,different,EU
Bautzen,Germany,51.18138889,14.42388889,39845,Jelenia Góra,50.9,15.73333333,84306,Poland,97,EU,different,EU
Torgelow,Germany,53.61666667,14,9371,Kamień Pomorski,53.96972222,14.78583333,NA,Poland,65,EU,different,EU
Pasewalk,Germany,53.5,14,10442,Police,53.53333333,14.56666667,NA,Poland,38,EU,different,EU
Bad Segeberg,Germany,53.93555556,10.30888889,17176,Złocieniec,53.52694444,16.01222222,NA,Poland,378,EU,different,EU
Königstein im Taunus,Germany,50.183125,8.463541667,16150,Kórnik,52.23666667,17.09861111,NA,Poland,643,EU,different,EU
Nuremberg,Germany,49.45277778,11.07777778,501072,Kraków,50.06666667,19.95,761900,Poland,641,EU,different,EU
Nordhausen,Germany,51.505,10.79111111,42217,Ostrów Wielkopolski,51.65,17.7,NA,Poland,477,EU,different,EU
Bergisch Gladbach,Germany,50.99166667,7.136666667,109697,Marijampolė,54.55666667,23.35444444,NA,Lithuania,1157,EU,different,EU
Mannheim,Germany,49.48361111,8.463055556,305780,Klaipėda,55.7075,21.14277778,240000,Lithuania,1098,EU,different,EU
Neubrandenburg,Germany,53.55694444,13.26083333,63437,Koszalin,54.19027778,16.18166667,108576,Poland,204,EU,different,EU
Hagen,Germany,51.35944444,7.475,189044,Ełk,53.81666667,22.35,60621,Poland,1039,EU,different,EU
Saarbrücken,Germany,49.23333333,7,178141,Warsaw,52.21666667,21.03333333,1748916,Poland,1040,EU,different,EU
Nottuln,Germany,51.92777778,7.354166667,NA,Chodzież,52.99009167,16.91218611,NA,Poland,658,EU,different,EU
Stuttgart,Germany,48.77611111,9.1775,623738,Łódź,51.75949444,19.45851111,715360,Poland,802,EU,different,EU
Cologne,Germany,50.94222222,6.957777778,1081701,Katowice,50.25,19,303314,Poland,852,EU,different,EU
Speyer,Germany,49.31944444,8.431111111,50284,Radviliškis,55.8,23.55,NA,Lithuania,1246,EU,different,EU
Pforzheim,Germany,48.9,8.716666667,117754,Częstochowa,50.8,19.11666667,NA,Poland,774,EU,different,EU
Delitzsch,Germany,51.52638889,12.3425,24850,Ostrów Wielkopolski,51.65,17.7,NA,Poland,370,EU,different,EU
Düsseldorf,Germany,51.21666667,6.816666667,612178,Warsaw,52.21666667,21.03333333,1748916,Poland,984,EU,different,EU
Ochtrup,Germany,52.20555556,7.190277778,NA,Wieluń,51.21666667,18.56666667,NA,Poland,791,EU,different,EU
Breisach,Germany,48.02888889,7.58,15315,Oświęcim,50.03333333,19.23333333,NA,Poland,877,EU,different,EU
Leck,Germany,54.77444444,8.973611111,NA,Birštonas,54.60555556,24.02916667,NA,Lithuania,966,EU,different,EU
Göttingen,Germany,51.53388889,9.935555556,132866,Toruń,53.01666667,18.61666667,206765,Poland,613,EU,different,EU
Adelebsen,Germany,51.58,9.754444444,6499,Wieluń,51.21666667,18.56666667,NA,Poland,612,EU,different,EU
Herborn,Germany,50.6825,8.306111111,20351,Iława,53.59638889,19.56555556,NA,Poland,833,EU,different,EU
Lübbenau,Germany,51.86666667,13.96666667,16237,Pniewy,52.51666667,16.26666667,NA,Poland,173,EU,different,EU
Delmenhorst,Germany,53.05055556,8.631666667,74052,Lublin,51.23333333,22.56666667,324637,Poland,970,EU,different,EU
Wiesbaden,Germany,50.08208333,8.241361111,276218,Wrocław,51.10773,17.03533,634404,Poland,631,EU,different,EU
Werder,Germany,52.37805556,12.935,24856,Biržai,56.2,24.75,NA,Lithuania,875,EU,different,EU
Frankfurt,Germany,50.11361111,8.679722222,717624,Kraków,50.06666667,19.95,761900,Poland,803,EU,different,EU
Bassum,Germany,52.84944444,8.726666667,15634,Telšiai,55.98611111,22.25277778,NA,Lithuania,940,EU,different,EU
Nordenham,Germany,53.5,8.466666667,26325,Świnoujście,53.91666667,14.25,NA,Poland,383,EU,different,EU
Roth,Germany,49.24611111,11.09111111,24819,Racibórz,50.08333333,18.23333333,NA,Poland,522,EU,different,EU
Neumünster,Germany,54.07138889,9.99,79197,Koszalin,54.19027778,16.18166667,108576,Poland,403,EU,different,EU
Suhl,Germany,50.61055556,10.69305556,36208,Leszno,51.85,16.56666667,NA,Poland,431,EU,different,EU
Leipzig,Germany,51.33333333,12.38333333,575979,Kraków,50.06666667,19.95,761900,Poland,551,EU,different,EU
Bremerhaven,Germany,53.55,8.583333333,114025,Szczecin,53.42472222,14.55527778,407047,Poland,395,EU,different,EU
Wolfsburg,Germany,52.42305556,10.78722222,122457,Bielsko-Biała,49.8225,19.04444444,172781,Poland,644,EU,different,EU
Dresden,Germany,51.03333333,13.73333333,531982,Wrocław,51.10773,17.03533,634404,Poland,231,EU,different,EU
Iserlohn,Germany,51.38333333,7.666666667,93119,Chorzów,50.3,18.95,111536,Poland,801,EU,different,EU
Gotha,Germany,50.94888889,10.71833333,45410,Kielce,50.8725,20.63194444,191605,Poland,695,EU,different,EU
Speyer,Germany,49.31944444,8.431111111,50284,Gniezno,52.53333333,17.6,NA,Poland,735,EU,different,EU
Greifswald,Germany,54.08333333,13.38333333,56685,Szczecin,53.42472222,14.55527778,407047,Poland,106,EU,different,EU
Prenzlau,Germany,53.31666667,13.86666667,NA,Varėna,54.26666667,24.58333333,NA,Lithuania,711,EU,different,EU
Heringsdorf,Germany,53.96666667,14.16666667,NA,Świnoujście,53.91666667,14.25,NA,Poland,8,EU,different,EU
Herne,Germany,51.55,7.216666667,155851,Konin,52.21666667,18.26666667,NA,Poland,761,EU,different,EU
Barby,Germany,51.96666667,11.86666667,8938,Aukštadvaris,54.58055556,24.52777778,977,Lithuania,889,EU,different,EU
Bergen auf Rügen,Germany,54.41666667,13.43333333,13612,Palanga,55.91666667,21.06388889,NA,Lithuania,512,EU,different,EU
Bottrop,Germany,51.52472222,6.922777778,116055,Gliwice,50.28333333,18.66666667,186347,Poland,834,EU,different,EU
Emmerich am Rhein,Germany,51.835,6.245277778,30279,Šilutė,55.35,21.48333333,NA,Lithuania,1076,EU,different,EU
Groß-Gerau,Germany,49.92138889,8.481805556,NA,Szamotuły,52.6,16.58333333,NA,Poland,637,EU,different,EU
Kerpen,Germany,50.87194444,6.696111111,NA,Oświęcim,50.03333333,19.23333333,NA,Poland,891,EU,different,EU
Sömmerda,Germany,51.16166667,11.11694444,18996,Kėdainiai,55.28333333,23.96666667,NA,Lithuania,968,EU,different,EU
Schwerte,Germany,51.44583333,7.565277778,NA,Nowy Sącz,49.62388889,20.69722222,NA,Poland,949,EU,different,EU
Münster,Germany,51.96666667,7.633333333,310039,Lublin,51.23333333,22.56666667,324637,Poland,1033,EU,different,EU
Bielefeld,Germany,52.01666667,8.516666667,329327,Rzeszów,50.05,22,182548,Poland,966,EU,different,EU
Lübeck,Germany,53.86972222,10.68638889,216253,Szczecin,53.42472222,14.55527778,407047,Poland,260,EU,different,EU
Lübeck,Germany,53.86972222,10.68638889,216253,Klaipėda,55.7075,21.14277778,240000,Lithuania,700,EU,different,EU
Leverkusen,Germany,51.03333333,6.983333333,162738,Racibórz,50.08333333,18.23333333,NA,Poland,801,EU,different,EU
Nettetal,Germany,51.31666667,6.283333333,NA,Ełk,53.81666667,22.35,60621,Poland,1118,EU,different,EU
Gera,Germany,50.88055556,12.08333333,96011,Skierniewice,51.95277778,20.14166667,47837,Poland,571,EU,different,EU
Isernhagen,Germany,52.43416667,9.857222222,NA,Suchy Las,52.47528,16.8825,NA,Poland,476,EU,different,EU
Sulingen,Germany,52.66666667,8.8,12800,Joniškis,56.24335,23.617859,NA,Lithuania,1034,EU,different,EU
Lünen,Germany,51.61666667,7.516666667,85867,Panevėžys,55.725,24.36388889,NA,Lithuania,1196,EU,different,EU
Bassum,Germany,52.84944444,8.726666667,15634,Telšiai,55.98333333,22.25,NA,Lithuania,940,EU,different,EU
Crailsheim,Germany,49.13472222,10.07055556,33209,Jurbarkas,55.082494,22.771397,NA,Lithuania,1088,EU,different,EU
Hanover,Germany,52.37444444,9.738611111,532163,Poznań,52.4,16.91666667,544612,Poland,487,EU,different,EU
Dessau-Roßlau,Germany,51.833333,12.233333,83616,Gliwice,50.28333333,18.66666667,186347,Poland,481,EU,different,EU
Altötting,Germany,48.22666667,12.67833333,12750,Częstochowa,50.8,19.11666667,NA,Poland,546,EU,different,EU
Sondershausen,Germany,51.36666667,10.86666667,22039,Kazlų Rūda,54.74918889,23.48650278,NA,Lithuania,922,EU,different,EU
Hemmingen,Germany,52.32361111,9.725555556,NA,Murowana Goślina,52.57583333,17.00972222,NA,Poland,494,EU,different,EU
Schwedt,Germany,53.06305556,14.28305556,NA,Koszalin,54.19027778,16.18166667,108576,Poland,177,EU,different,EU
Bremen,Germany,53.07694444,8.808888889,551767,Gdańsk,54.36666667,18.63333333,462249,Poland,661,EU,different,EU
Chemnitz,Germany,50.83333333,12.91666667,248645,Łódź,51.75949444,19.45851111,715360,Poland,466,EU,different,EU
Bedburg-Hau,Germany,51.76666667,6.183333333,13033,Rybnik,50.08333333,18.5,NA,Poland,882,EU,different,EU
Osterburg,Germany,52.78333333,11.76666667,NA,Wieluń,51.21666667,18.56666667,NA,Poland,497,EU,different,EU
Berlin,Germany,52.51666667,13.38333333,3469849,Warsaw,52.21666667,21.03333333,1748916,Poland,520,EU,different,EU
Oer-Erkenschwick,Germany,51.64222222,7.250833333,NA,Pniewy,52.51666667,16.26666667,NA,Poland,623,EU,different,EU
Bernburg,Germany,51.8,11.73333333,33920,Trakai,54.63333333,24.93333333,NA,Lithuania,932,EU,different,EU
Stralsund,Germany,54.3,13.08333333,58041,Stargard,53.56666667,15.03333333,NA,Poland,151,EU,different,EU
Bad Iburg,Germany,52.15916667,8.047222222,10571,Pagėgiai,55.13611111,21.90555556,NA,Lithuania,970,EU,different,EU
Lippstadt,Germany,51.66666667,8.35,67233,Bielsko-Biała,49.8225,19.04444444,172781,Poland,779,EU,different,EU
Hamm,Germany,51.66666667,7.816666667,179397,Kalisz,51.7575,18.08,103738,Poland,707,EU,different,EU
Essen,Germany,51.458069,7.014761,582624,Zabrze,50.3,18.78333333,179452,Poland,835,EU,different,EU
Riedstadt,Germany,49.83583333,8.4975,NA,Tauragė,55.25138889,22.29027778,NA,Lithuania,1107,EU,different,EU
Rostock,Germany,54.08333333,12.13333333,206011,Szczecin,53.42472222,14.55527778,407047,Poland,175,EU,different,EU
Kiel,Germany,54.32527778,10.14055556,246269,Gdynia,54.5,18.53333333,247672,Poland,543,EU,different,EU
Schlüchtern,Germany,50.35,9.516666667,15946,Jarocin,51.96666667,17.5,NA,Poland,585,EU,different,EU
Dorsten,Germany,51.66,6.964166667,75431,Rybnik,50.08333333,18.5,NA,Poland,827,EU,different,EU
Menden (Sauerland),Germany,51.43333333,7.8,NA,Plungė,55.91666667,21.85,NA,Lithuania,1048,EU,different,EU
Alzey,Germany,49.75166667,8.116111111,17519,Kościan,52.08333333,16.65,NA,Poland,651,EU,different,EU
Gadebusch,Germany,53.7,11.11666667,NA,Czarnków,52.9,16.56666667,NA,Poland,373,EU,different,EU
Leipzig,Germany,51.33333333,12.38333333,575979,Klaipėda,55.7075,21.14277778,240000,Lithuania,755,EU,different,EU
Reinbek,Germany,53.50888889,10.24833333,27048,Koło,52.2,18.63333333,NA,Poland,581,EU,different,EU
Recklinghausen,Germany,51.61666667,7.2,119749,Bytom,50.347,18.923,171515,Poland,832,EU,different,EU
Bad Kötzting,Germany,49.17694444,12.855,6805,Prienai,54.63333333,23.94166667,NA,Lithuania,971,EU,different,EU
Erfurt,Germany,50.97805556,11.02916667,210118,Kalisz,51.7575,18.08,103738,Poland,497,EU,different,EU
Garbsen,Germany,52.41833333,9.598055556,59912,Września,52.33333333,17.58333333,NA,Poland,542,EU,different,EU
Kreuzberg,Germany,52.4875,13.3833,151827,Szczecin,53.42472222,14.55527778,407047,Poland,130,EU,different,EU
"Lilienthal, Lower Saxony",Germany,53.14444444,8.907777778,NA,Bielsko-Biała,49.8225,19.04444444,172781,Poland,792,EU,different,EU
Wilhelmshaven,Germany,53.51666667,8.133333333,75728,Bydgoszcz,53.11666667,18,358614,Poland,656,EU,different,EU
Sangerhausen,Germany,51.46666667,11.3,27546,Zabrze,50.3,18.78333333,179452,Poland,540,EU,different,EU
Mannheim,Germany,49.48361111,8.463055556,305780,Bydgoszcz,53.11666667,18,358614,Poland,775,EU,different,EU
Kreuzau,Germany,50.75,6.483055556,NA,Obervellach,46.93194444,13.20222222,2285,Austria,649,EU,different,EU
Arnstadt,Germany,50.83416667,10.94638889,24481,Gurk,46.87527778,14.28888889,1273,Austria,503,EU,different,EU
Senftenberg,Germany,51.51666667,14.01666667,24625,Senftenberg,48.43333333,15.55,1897,Austria,360,EU,different,EU
Strasburg,Germany,53.5,13.75,5009,Straßburg,46.89555556,14.33083333,2134,Austria,736,EU,different,EU
Zeulenroda-Triebes,Germany,50.63333333,11.96666667,NA,Wies,46.72027778,15.27194444,4417,Austria,498,EU,different,EU
Osnabrück,Germany,52.27888889,8.043055556,156315,Gmünd,46.90666667,13.535,2603,Austria,716,EU,different,EU
Neu-Anspach,Germany,50.30027778,8.507222222,15276,Thalgau,47.83333333,13.25,5925,Austria,441,EU,different,EU
